,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
1909,John Dahl,140,97,21973182,Mystery,Joy Ride ,53415,23242,339,English,USA,R,2.30E+07,2001,6.6,2.35,0
1910,Jonathan Newman,28,100,4756,Adventure,The Adventurer: The Curse of the Midas Box ,4191,2450,32,English,UK,PG,2.50E+07,2013,5.4,2.35,0
1911,Wayne Wang,36,114,18653615,Comedy,Anywhere But Here ,14786,22040,103,English,USA,PG-13,2.30E+07,1999,6.1,2.35,638
1912,Andy Cadiff,65,101,12189514,Comedy,Chasing Liberty ,30092,829,129,English,USA,PG-13,2.30E+07,2004,6.1,2.35,0
1913,Michael Dinner,53,88,13019253,Comedy,The Crew ,3914,1509,47,English,USA,PG-13,2.30E+07,2000,5.6,1.85,153
1914,Steven Soderbergh,394,93,18934858,Action,Haywire ,72646,31187,397,English,Ireland,R,2.30E+07,2011,5.8,2.35,0
1915,Joseph Sargent,80,92,20763013,Adventure,Jaws: The Revenge ,30840,2355,383,English,USA,PG-13,2.30E+07,1987,2.8,2.35,0
1916,Jerry Zaks,45,98,12782508,Drama,Marvin's Room ,20163,63194,71,English,USA,PG-13,2.30E+07,1996,6.7,1.85,1000
1917,Fred Durst,47,94,11508423,Biography,The Longshots ,3174,2453,19,English,USA,PG,2.30E+07,2008,5.1,2.35,376
1918,Neil Jordan,90,102,10660147,Drama,The End of the Affair ,17740,672,165,English,UK,R,2.30E+07,1999,7.2,1.85,0
1919,Simon Wincer,30,98,7434726,Action,Harley Davidson and the Marlboro Man ,14473,3671,81,English,USA,R,2.30E+07,1991,6,1.85,0
1920,Anne Fontaine,165,111,6109075,Biography,Coco Before Chanel ,32003,735,65,French,France,PG-13,19430000,2009,6.7,2.35,0
1921,Stephen Frears,155,100,2708188,Comedy,Chéri ,8924,365,43,English,UK,R,2.30E+07,2009,6.2,2.35,0
1922,Mira Nair,118,141,16123851,Drama,Vanity Fair ,17373,1618,148,English,USA,PG-13,2.30E+07,2004,6.2,2.35,767
1923,Mikael Håfström,314,114,71975611,Fantasy,1408 ,209396,214,580,English,USA,PG-13,2.50E+07,2007,6.8,2.35,11000
1924,Mel Brooks,103,96,38119483,Adventure,Spaceballs ,136667,2936,273,English,USA,PG,22700000,1987,7.1,1.85,13000
1925,Russell Crowe,183,111,4190530,Drama,The Water Diviner ,53341,1795,185,English,Australia,R,22500000,2014,7.1,2.35,18000
1926,Jerry Zucker,77,127,217631306,Drama,Ghost ,154199,3100,252,English,USA,PG-13,2.20E+07,1990,7,1.85,0
1927,Bobby Farrelly,171,107,176483808,Comedy,There's Something About Mary ,247289,4664,611,English,USA,R,2.30E+07,1998,7.1,1.85,0
1928,John Pasquin,64,97,144833357,Comedy,The Santa Clause ,64742,2790,111,English,USA,PG,2.20E+07,1994,6.4,1.85,0
1929,John Lee Hancock,92,127,75597042,Drama,The Rookie ,26434,6657,174,English,USA,G,2.00E+07,2002,7,2.35,0
1930,Andy Fickman,112,110,90636983,Comedy,The Game Plan ,44021,15170,83,English,USA,PG,2.20E+07,2007,6.2,2.35,0
1931,Clint Eastwood,69,135,70960517,Drama,The Bridges of Madison County ,54631,27237,192,English,USA,PG-13,3.50E+07,1995,7.5,1.85,0
1932,Luke Greenfield,75,84,55762229,Comedy,The Animal ,47383,1203,132,English,USA,PG-13,2.20E+07,2001,4.8,1.85,1000
1933,Lasse Hallström,180,122,54235441,Comedy,The Hundred-Foot Journey ,52894,1484,185,English,USA,PG,2.20E+07,2014,7.3,2.35,55000
1934,Irwin Winkler,53,114,50728000,Action,The Net ,48909,1725,166,English,USA,PG-13,2.20E+07,1995,5.8,1.85,0
1935,Jessie Nelson,129,132,40270895,Drama,I Am Sam ,121937,3152,431,English,USA,PG-13,2.20E+07,2001,7.6,1.85,15000
1936,Christopher Spencer,61,170,59696176,Biography,Son of God ,15448,775,174,English,USA,PG-13,2.20E+07,2014,5.6,2.35,15000
1937,Len Wiseman,226,133,51483949,Action,Underworld ,208092,1777,806,English,UK,R,2.20E+07,2003,7,2.35,0
1938,Mikael Håfström,116,112,36020063,Drama,Derailed ,62584,2019,375,English,USA,R,2.20E+07,2005,6.6,2.35,0
1939,Steven Soderbergh,248,108,33313582,Comedy,The Informant! ,52888,16031,175,English,USA,R,2.10E+07,2009,6.5,1.85,0
1940,Richard Attenborough,23,115,25842000,Biography,Shadowlands ,13455,13619,87,English,UK,PG,2.20E+07,1993,7.4,2.35,2000
1941,Mike Bigelow,98,83,22264487,Comedy,Deuce Bigalow: European Gigolo ,41239,1729,166,English,USA,R,2.20E+07,2005,4.6,1.85,887
1942,Ken Scott,168,105,30659817,Comedy,Delivery Man ,59805,1006,95,English,USA,PG-13,2.60E+07,2013,6.4,2.35,0
1943,Paul McGuigan,159,110,5773519,Drama,Victor Frankenstein ,28621,12876,91,English,USA,PG-13,4.00E+07,2015,6,2.35,11000
1944,Dennis Dugan,97,96,19351569,Comedy,Saving Silverman ,33287,664,201,English,USA,PG-13,2.20E+07,2001,5.9,1.85,739
1945,David Bowers,88,94,49002815,Comedy,Diary of a Wimpy Kid: Dog Days ,15665,3153,35,English,USA,PG,2.20E+07,2012,6.4,2.35,0
1946,Spike Lee,85,142,19283782,Crime,Summer of Sam ,31227,5386,354,English,USA,R,2.20E+07,1999,6.6,1.85,0
1947,Kevin Smith,181,104,30059386,Comedy,Jay and Silent Bob Strike Back ,128593,11632,867,English,USA,R,2.20E+07,2001,6.9,2.35,0
1948,Michael Bay,257,136,35799026,Action,The Island ,263336,34838,899,English,USA,PG-13,1.26E+08,2005,6.9,2.35,0
1949,Daniel Sackheim,95,106,17951431,Crime,The Glass House ,25462,4239,200,English,USA,PG-13,3.00E+07,2001,5.8,2.35,804
1950,Ethan Coen,423,106,29997095,Comedy,"Hail, Caesar! ",60926,38494,302,English,UK,PG-13,2.20E+07,2016,6.4,1.85,23000
1951,Harry Elfont,93,98,14252830,Comedy,Josie and the Pussycats ,18900,3769,242,English,Canada,PG-13,2.20E+07,2001,5.3,1.85,0
1952,Gary Fleder,203,100,19783777,Action,Homefront ,82804,39989,154,English,USA,R,2.20E+07,2013,6.5,2.35,15000
1953,Uli Edel,38,95,13555988,Adventure,The Little Vampire ,7242,2216,38,English,Germany,PG,2.20E+07,2000,5.7,1.85,0
1954,David O. Russell,183,107,12784713,Comedy,I Heart Huckabees ,56813,8094,381,English,USA,R,2.20E+07,2004,6.7,2.35,0
1955,Fred Dekker,75,104,10696210,Action,RoboCop 3 ,35018,3148,180,English,USA,PG-13,23500000,1993,3.9,1.85,716
1956,Brian Trenchard-Smith,18,104,5974653,Action,Megiddo: The Omega Code 2 ,2253,4221,111,English,USA,PG-13,2.20E+07,2001,4.1,1.85,158
1957,Blake Edwards,22,143,5.00E+06,Comedy,Darling Lili ,1547,788,50,English,USA,G,2.50E+07,1970,6.2,2.35,104
1958,Hugh Wilson,41,77,9694105,Comedy,Dudley Do-Right ,8176,5568,77,English,USA,PG,2.20E+07,1999,3.8,2.35,272
1959,Camille Delamarre,148,96,16027866,Action,The Transporter Refueled ,26767,1411,121,English,France,PG-13,2.50E+07,2015,5.1,2.35,0
1960,Paul Verhoeven,231,145,4398392,Drama,Black Book ,59507,2590,232,Dutch,Netherlands,R,2.10E+07,2006,7.8,2.35,0
1961,Christian Carion,115,116,1050445,Drama,Joyeux Noel ,21394,773,147,French,France,PG-13,2.20E+07,2005,7.8,2.35,11000
1962,David Palmer,176,100,13746550,Action,Hit and Run ,29322,15922,104,English,USA,R,2.00E+06,2012,6.1,2.35,0
1963,Callie Khouri,98,104,20668843,Comedy,Mad Money ,16831,2453,54,English,USA,PG-13,2.20E+07,2008,5.8,2.35,687
1964,Rowan Joffe,149,92,2963012,Drama,Before I Go to Sleep ,48873,14617,105,English,UK,R,2.20E+07,2014,6.3,2.35,11000
1965,John Curran,138,105,1796024,Drama,Stone ,34985,37766,135,English,USA,R,2.20E+07,2010,5.4,2.35,0
1966,Laurent Tirard,78,120,634277,Comedy,Molière ,5166,1651,27,French,France,PG-13,1.60E+07,2007,7.3,2.35,815
1967,Scott Cooper,288,116,11326836,Crime,Out of the Furnace ,83171,24134,231,English,USA,R,2.20E+07,2013,6.8,2.35,17000
1968,Tony Gilroy,299,119,49024969,Crime,Michael Clayton ,133367,3284,363,English,USA,R,2.50E+07,2007,7.3,2.35,0
1969,Peter Segal,27,101,22294341,Adventure,My Fellow Americans ,12278,4629,71,English,USA,PG-13,21500000,1996,6.5,1.85,758
1970,Mark Pellington,155,117,24362501,Crime,Arlington Road ,69980,13576,591,English,USA,R,21500000,1999,7.2,2.35,0
1971,Woody Allen,275,112,16684352,Comedy,To Rome with Love ,67893,1205,163,English,USA,R,1.70E+07,2012,6.3,1.85,18000
1972,Clint Eastwood,43,136,46700000,Action,Firefox ,19832,16805,98,English,USA,PG,2.10E+07,1982,5.9,2.35,0
1973,Trey Parker,163,81,52008288,Animation,South Park: Bigger Longer & Uncut ,162037,3003,928,English,USA,R,2.10E+07,1999,7.8,1.85,0
1974,Frank Oz,168,87,8579684,Comedy,Death at a Funeral ,89547,24324,199,English,USA,R,9.00E+06,2007,7.4,1.85,0
1975,Stuart Gillard,60,96,42660000,Action,Teenage Mutant Ninja Turtles III ,25086,1254,87,English,USA,PG,1.70E+07,1993,4.8,1.85,1000
1976,Brian Robbins,85,106,40219708,Drama,Hardball ,22649,18630,131,English,USA,PG-13,2.10E+07,2001,6.3,1.85,0
1977,David O. Russell,539,122,132088910,Comedy,Silver Linings Playbook ,533607,72115,692,English,USA,R,2.10E+07,2012,7.8,2.35,117000
1978,Richard LaGravenese,84,123,36581633,Biography,Freedom Writers ,52533,3994,235,English,Germany,PG-13,2.10E+07,2007,7.5,1.85,10000
1979,Louis Leterrier,171,92,25296447,Action,The Transporter ,237248,27572,460,English,France,PG-13,2.10E+07,2002,6.8,2.35,0
1980,Jeff Wadlow,140,110,24848292,Action,Never Back Down ,80556,4089,184,English,USA,PG-13,2.00E+07,2008,6.6,2.35,0
1981,Katt Shea,85,104,17757087,Horror,The Rage: Carrie 2 ,13065,3162,253,English,USA,R,2.10E+07,1999,4.6,1.85,897
1982,Sam Mendes,217,98,9430988,Comedy,Away We Go ,45992,1997,115,English,USA,R,1.70E+07,2009,7.1,2.35,7000
1983,Joshua Michael Stern,131,120,16284360,Comedy,Swing Vote ,15079,6212,79,English,USA,PG-13,2.10E+07,2008,6.1,2.35,1000
1984,Brad Silberling,111,112,6830957,Drama,Moonlight Mile ,11983,16692,147,English,USA,PG-13,2.10E+07,2002,6.7,2.35,365
1985,Tomas Alfredson,466,127,24104113,Drama,Tinker Tailor Soldier Spy ,149066,46241,517,English,France,R,2.00E+07,2011,7.1,2.35,24000
1986,John Duigan,16,102,15593,Comedy,Molly ,2295,1562,40,English,USA,PG-13,2.10E+07,1999,5.8,1.85,284
1987,Jodie Foster,276,91,958319,Drama,The Beaver ,39764,34705,148,English,USA,PG-13,2.10E+07,2011,6.7,2.35,17000
1988,Colin Higgins,11,114,69700000,Comedy,The Best Little Whorehouse in Texas ,7748,3688,48,English,USA,R,3.50E+07,1982,5.8,2.35,0
1989,David Cronenberg,196,115,2840417,Horror,eXistenZ ,77493,2990,527,English,Canada,R,3.10E+07,1999,6.8,1.85,6000
1990,Steven Spielberg,234,115,242374454,Action,Raiders of the Lost Ark ,661017,12906,771,English,USA,PG,1.80E+07,1981,8.5,2.35,16000
1991,Chris Columbus,37,120,173585516,Adventure,Home Alone 2: Lost in New York ,200077,7860,189,English,USA,PG,1.80E+07,1992,6.6,1.85,0
1992,Steven Spielberg,171,135,128300000,Drama,Close Encounters of the Third Kind ,139288,1591,339,English,USA,PG,19400870,1977,7.7,2.35,0
1993,Jim Sonzero,148,90,20259297,Drama,Pulse ,24969,19952,258,English,USA,PG-13,2.00E+07,2006,4.7,2.35,0
1994,Tony Scott,50,100,153665036,Action,Beverly Hills Cop II ,84824,4121,95,English,USA,R,2.80E+07,1987,6.4,2.35,0
1995,Adam Shankman,121,105,132541238,Comedy,Bringing Down the House ,30058,2505,236,English,USA,PG-13,3.30E+07,2003,5.5,2.35,800
1996,Jonathan Demme,185,138,130727000,Crime,The Silence of the Lambs ,887467,13184,916,English,USA,R,1.90E+07,1991,8.6,1.85,40000
1997,Penelope Spheeris,61,94,121697350,Comedy,Wayne's World ,114610,4263,176,English,USA,PG-13,2.00E+07,1992,7,1.85,0
1998,Jeff Tremaine,156,101,117224271,Action,Jackass 3D ,47794,1787,81,English,USA,R,2.00E+07,2010,7.1,1.78,0
1999,Jeannot Szwarc,75,131,102922376,Adventure,Jaws 2 ,51314,1520,265,English,USA,PG,2.00E+07,1978,5.7,2.35,0
2000,Raja Gosnell,100,91,94497271,Adventure,Beverly Hills Chihuahua ,17829,4729,99,English,USA,PG,2.00E+07,2008,3.7,2.35,0
2001,James Wan,511,112,137387272,Horror,The Conjuring ,300110,9049,807,English,USA,R,2.00E+07,2013,7.5,2.35,131000
2002,Brian Levant,75,95,82301521,Adventure,Are We There Yet? ,22679,3558,149,English,USA,PG,3.20E+07,2005,4.6,1.85,773
2003,Ben Falcone,148,100,84518155,Comedy,Tammy ,35965,2654,144,English,USA,R,2.00E+07,2014,4.9,1.85,11000
2004,D.J. Caruso,253,105,80050171,Drama,Disturbia ,186984,2287,491,English,USA,PG-13,2.00E+07,2007,6.9,1.85,0
2005,Richard Linklater,204,108,81257845,Comedy,School of Rock ,210680,4403,479,English,USA,PG-13,3.50E+07,2003,7.1,1.85,0
2006,Paul W.S. Anderson,72,101,70360285,Action,Mortal Kombat ,81783,3816,283,English,USA,PG-13,1.80E+07,1995,5.8,1.85,0
2007,Paul McGuigan,98,114,12831121,Drama,Wicker Park ,44979,679,298,English,USA,PG-13,3.00E+07,2004,7,2.35,0
2008,Keenen Ivory Wayans,62,109,69148997,Comedy,White Chicks ,98794,6313,251,English,USA,PG-13,3.70E+07,2004,5.4,1.85,0
2009,Alexander Payne,549,115,82624961,Comedy,The Descendants ,205284,9578,439,English,USA,R,2.00E+07,2011,7.3,2.35,22000
2010,Andrew Davis,106,117,67325559,Adventure,Holes ,58222,1293,331,English,USA,PG,2.00E+07,2003,7.1,1.85,0
2011,Julie Anne Robinson,123,107,62933793,Drama,The Last Song ,62421,2341,185,English,USA,PG,2.00E+07,2010,5.8,2.35,10000
2012,Steve McQueen,597,134,56667870,Biography,12 Years a Slave ,439176,4251,695,English,USA,R,2.00E+07,2013,8.1,2.35,83000
2013,Charles Stone III,64,118,56398162,Comedy,Drumline ,28649,2390,185,English,USA,PG-13,2.00E+07,2002,5.7,2.35,2000
2014,Tyler Perry,40,121,60072596,Comedy,Why Did I Get Married Too? ,7664,6657,68,English,USA,PG-13,2.00E+07,2010,4.4,1.85,0
2015,Tim Burton,111,105,56362352,Fantasy,Edward Scissorhands ,357581,42330,588,English,USA,PG-13,2.00E+07,1990,7.9,1.85,16000
2016,Thea Sharrock,151,110,56154094,Drama,Me Before You ,44723,21852,130,English,UK,PG-13,2.00E+07,2016,7.6,2.35,51000
2017,Tyler Perry,31,114,65623128,Comedy,Madea's Witness Protection ,7354,2753,50,English,USA,PG-13,2.00E+07,2012,4.8,1.85,0
2018,Aaron Seltzer,99,85,48546578,Comedy,Date Movie ,50415,6539,613,English,USA,PG-13,2.00E+07,2006,2.7,1.85,806
2019,Robin Budd,80,72,48423368,Adventure,Return to Never Land ,13324,3402,79,English,USA,G,2.00E+07,2002,5.8,1.66,302
2020,Ava DuVernay,364,128,52066000,Biography,Selma ,61114,3869,212,English,UK,PG-13,2.00E+07,2014,7.5,2.35,22000
2021,Steve Trenbirth,85,72,47887943,Adventure,The Jungle Book 2 ,11634,4480,58,English,USA,G,2.00E+07,2003,5.4,1.85,227
2022,Stephen Kay,140,89,46363118,Drama,Boogeyman ,25960,1383,389,English,USA,PG-13,2.00E+07,2005,4.1,1.85,1000
2023,Mennan Yapo,184,96,47852604,Drama,Premonition ,62364,1825,337,English,USA,PG-13,2.00E+07,2007,5.9,2.35,0
2024,Jun Falkenstein,89,77,45542421,Animation,The Tigger Movie ,13319,575,53,English,USA,G,3.00E+07,2000,6.3,1.78,347
2025,Boaz Yakin,61,111,42652003,Adventure,Max ,18915,2851,87,English,USA,PG,2.00E+07,2015,6.8,2.35,33000
2026,Jason Friedberg,112,93,39737645,Adventure,Epic Movie ,89687,4293,666,English,USA,PG-13,2.00E+07,2007,2.3,1.85,0
2027,John Milius,166,129,37567440,Adventure,Conan the Barbarian ,113068,2024,337,English,USA,R,2.00E+07,1982,6.9,2.35,0
2028,Tom McCarthy,474,128,44988180,Biography,Spotlight ,195333,1058,409,English,USA,R,2.00E+07,2015,8.1,1.85,80000
2029,Neil LaBute,165,110,39263506,Crime,Lakeview Terrace ,40469,2382,135,English,USA,PG-13,2.20E+07,2008,6.1,2.35,0
2030,Takashi Shimizu,131,137,39143839,Horror,The Grudge 2 ,38658,5746,284,English,USA,PG-13,2.00E+07,2006,5,1.85,930
2031,Kevin Rodney Sullivan,29,124,37672350,Comedy,How Stella Got Her Groove Back ,5427,1660,51,English,USA,R,2.00E+07,1998,5.5,1.85,0
2032,Peter Hewitt,43,93,38037513,Adventure,Bill & Ted's Bogus Journey ,49680,20188,117,English,USA,PG,2.00E+07,1991,6.2,1.85,0
2033,Barry Levinson,111,115,37442180,Comedy,Man of the Year ,28005,52571,236,English,USA,PG-13,2.00E+07,2006,6.2,2.35,0
2034,Anton Corbijn,333,105,35596227,Crime,The American ,79461,1454,463,English,USA,R,2.00E+07,2010,6.3,2.35,10000
2035,Gregory Nava,37,127,35422828,Biography,Selena ,19126,1735,155,English,USA,PG,2.00E+07,1997,6.7,2.35,0
2036,Jason Friedberg,122,82,36658108,Comedy,Vampires Suck ,39095,2898,187,English,USA,PG-13,2.00E+07,2010,3.5,1.85,16000
2037,Alejandro G. Iñárritu,285,143,34300771,Drama,Babel ,243799,11248,908,English,France,R,2.50E+07,2006,7.5,1.85,0
2038,Shawn Levy,156,103,34290142,Comedy,This Is Where I Leave You ,54242,4662,145,English,USA,R,19800000,2014,6.6,2.35,14000
2039,John Patrick Shanley,293,104,33422556,Drama,Doubt ,99236,33903,321,English,USA,PG-13,2.00E+07,2008,7.5,1.85,0
2040,Trey Parker,233,98,32774834,Action,Team America: World Police ,136048,2609,700,English,USA,R,3.00E+07,2004,7.2,2.35,0
2041,John Luessenhop,282,92,34334256,Horror,Texas Chainsaw 3D ,35131,1945,255,English,USA,R,1.10E+07,2013,4.8,2.35,16000
2042,Jon Amiel,57,123,32051917,Crime,Copycat ,42315,12338,140,English,USA,R,2.00E+07,1995,6.6,2.35,0
2043,Malcolm D. Lee,153,88,32014289,Comedy,Scary Movie 5 ,50337,34319,177,English,USA,PG-13,2.00E+07,2013,3.5,1.85,13000
2044,Gus Van Sant,324,128,31838002,Biography,Milk ,136673,13189,281,English,USA,R,2.00E+07,2008,7.6,1.85,10000
2045,Kevin Reynolds,122,107,36874745,Action,Risen ,12276,389,117,English,USA,PG-13,2.00E+07,2016,6.3,2.35,21000
2046,Steve Beck,156,91,30079316,Horror,Ghost Ship ,75920,1083,474,English,USA,R,3.50E+07,2002,5.5,1.85,0
2047,Todd Strauss-Schulson,161,90,35033759,Adventure,A Very Harold & Kumar 3D Christmas ,55008,2462,93,English,USA,R,1.90E+07,2011,6.3,2.35,21000
2048,John McNaughton,69,115,29753944,Crime,Wild Things ,90677,14275,389,English,USA,R,2.00E+07,1998,6.5,2.35,0
2049,John Madden,258,113,31146570,Drama,The Debt ,55441,1136,165,English,USA,R,2.00E+07,2010,6.9,2.35,0
2050,Stephen Frears,174,113,27277055,Comedy,High Fidelity ,143137,3141,602,English,UK,R,2.00E+07,2000,7.6,1.85,10000
2051,Eric Valette,141,87,26876529,Horror,One Missed Call ,26624,1834,189,English,Japan,PG-13,2.70E+07,2008,3.9,1.85,0
2052,John Schlesinger,31,101,53146000,Crime,Eye for an Eye ,9845,3174,77,English,USA,R,2.00E+07,1996,6.1,1.85,613
2053,Roger Donaldson,222,111,30028592,Crime,The Bank Job ,152247,27755,189,English,UK,R,2.00E+07,2008,7.3,2.35,0
2054,Michel Gondry,273,108,34126138,Drama,Eternal Sunshine of the Spotless Mind ,666937,19364,1514,English,USA,R,2.00E+07,2004,8.3,1.85,52000
2055,Andy Fickman,91,105,25677801,Comedy,You Again ,41273,4813,136,English,USA,PG,2.00E+07,2010,5.8,2.35,0
2056,David Ayer,190,109,26415649,Action,Street Kings ,94892,33878,189,English,USA,R,2.00E+07,2008,6.8,2.35,0
2057,Edgar Wright,427,109,26003149,Action,The World's End ,185587,278,401,English,UK,R,2.00E+07,2013,7,2.35,49000
2058,Andrew Fleming,93,99,25584685,Comedy,Nancy Drew ,15877,3327,102,English,USA,PG,2.00E+07,2007,5.9,2.35,590
2059,Michael Spierig,292,98,29975979,Action,Daybreakers ,105797,189,281,English,Australia,R,2.00E+07,2009,6.5,2.35,0
2060,Jim Field Smith,180,104,31584722,Comedy,She's Out of My League ,101730,5707,131,English,USA,R,2.00E+07,2010,6.4,2.35,0
2061,Thomas Bezucha,94,109,23179303,Adventure,Monte Carlo ,32951,4257,44,English,Hungary,PG,2.00E+07,2011,5.8,1.85,6000
2062,William Brent Bell,112,75,23078294,Horror,Stay Alive ,25870,3590,281,English,USA,PG-13,9.00E+06,2006,5.1,2.35,0
2063,Simon Wincer,20,119,21413105,Action,Quigley Down Under ,15230,45841,97,English,Australia,PG-13,2.00E+07,1990,6.8,2.35,0
2064,Anthony Bell,84,90,25077977,Adventure,Alpha and Omega ,10986,2486,84,English,USA,PG,2.00E+07,2010,5.3,1.85,0
2065,Renny Harlin,120,97,23292105,Action,The Covenant ,39541,3261,334,English,USA,PG-13,2.00E+07,2006,5.3,2.35,3000
2066,Robert Rodriguez,103,89,20916309,Comedy,Shorts ,5332,88422,37,English,USA,PG,4.00E+07,2009,4.9,1.85,431
2067,Gus Van Sant,59,106,21200000,Comedy,To Die For ,34774,3598,162,English,USA,R,2.00E+07,1995,6.8,1.85,1000
2068,John Carpenter,114,104,20241395,Action,Vampires ,42664,5123,403,English,USA,R,2.00E+07,1998,6.1,2.35,0
2069,Alfred Hitchcock,290,108,3.20E+07,Horror,Psycho ,422432,1885,1040,English,USA,R,806947,1960,8.5,1.85,18000
2070,Howard Deutch,80,112,19151864,Comedy,My Best Friend's Girl ,36983,3301,100,English,USA,R,4.00E+07,2008,5.9,1.85,0
2071,Shana Feste,98,104,23393765,Drama,Endless Love ,31323,18760,76,English,USA,PG-13,2.00E+07,2014,6.3,2.35,0
2072,Garry Marshall,88,113,18882880,Comedy,Georgia Rule ,20539,4039,125,English,USA,R,2.00E+07,2007,5.9,2.35,681
2073,Steve Rash,13,98,8500000,Comedy,Under the Rainbow ,2061,1761,34,English,USA,PG,2.00E+07,1981,5.4,1.78,501
2074,Mark Steven Johnson,60,114,18252684,Comedy,Simon Birch ,18366,1816,219,English,USA,PG,3.00E+07,1998,6.9,1.85,0
2075,Mike Binder,154,124,19661987,Drama,Reign Over Me ,83786,17050,231,English,USA,R,2.00E+07,2007,7.5,2.35,0
2076,Sean Penn,274,148,18352454,Adventure,Into the Wild ,426359,18752,760,English,USA,R,1.50E+07,2007,8.2,2.35,76000
2077,Todd Phillips,110,108,17803796,Comedy,School for Scoundrels ,26100,4374,97,English,USA,PG-13,2.00E+07,2006,5.9,2.35,484
2078,Michael J. Bassett,173,95,17529157,Adventure,Silent Hill: Revelation 3D ,49888,2173,220,English,France,R,2.00E+07,2012,5,2.35,25000
2079,Robert Rodriguez,165,108,25753840,Crime,From Dusk Till Dawn ,219091,23296,592,English,USA,R,1.90E+07,1996,7.3,1.85,12000
2080,Frank Nissen,45,68,18081626,Animation,Pooh's Heffalump Movie ,4180,861,32,English,USA,G,2.00E+07,2005,6.4,1.85,264
2081,Jodie Foster,45,103,17518220,Comedy,Home for the Holidays ,9105,25263,76,English,USA,PG-13,2.00E+07,1995,6.6,1.85,0
2082,Stephen Chow,377,99,17104669,Action,Kung Fu Hustle ,99353,537,354,Cantonese,Hong Kong,R,2.00E+07,2004,7.8,2.35,0
2083,Peter Hastings,43,88,16988996,Comedy,The Country Bears ,3875,8189,75,English,USA,G,3.50E+07,2002,4,1.85,422
2084,Marc Forster,201,128,15797907,Drama,The Kite Runner ,68119,904,230,Dari,USA,PG-13,2.00E+07,2007,7.6,2.35,0
2085,Alejandro G. Iñárritu,192,124,16248701,Drama,21 Grams ,189683,7567,559,English,USA,R,2.00E+07,2003,7.7,1.85,0
2086,Paul Abascal,77,84,15712072,Action,Paparazzi ,13210,2915,138,English,USA,PG-13,2.00E+07,2004,5.8,2.35,269
2087,Catherine Hardwicke,350,122,191449475,Drama,Twilight ,348010,44061,1535,English,USA,PG-13,3.70E+07,2008,5.2,2.35,19000
2088,Chris Koch,81,101,15408822,Comedy,A Guy Thing ,14147,2698,92,English,USA,PG-13,2.00E+07,2003,5.6,1.85,401
